accession	ncbi_taxonomy
KC614703.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Avisivirus; Avisivirus A
LT900497.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Sapelovirus
AB661382.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Hepacivirus hominis
HM566189.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus uriuranaense
KX272880.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phasmaviridae; Orthophasmavirus; Seattle orthophasmavirus
JX898907.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus B
MK883760.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus
V01149.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus C
KX884541.1	Viruses; Riboviria
KP696641.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; Bluetongue virus
BK013704.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Gahmegovirus; Gahmegovirus lutivicinum
LT909535.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Lyssavirus
EU627613.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus; Mammarenavirus paranaense
KR230766.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
KP883179.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AM087548.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Duamitovirus; Duamitovirus opno1a
KX883268.1	Viruses; Riboviria
U73201.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Phytoreovirus
AF230973.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus B
MZ209768.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae
MZ822075.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus
KX883668.1	Viruses; Riboviria
MZ209718.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Jingchuvirales; Chuviridae; Chuvivirus
JN180455.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Hepacivirus hominis
JX195074.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
LC501462.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Marnaviridae; Bacillarnavirus
BK013811.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Pujohnavirus; Pujohnavirus soladaptatum
KY354243.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; Sinhaliviridae; Sinaivirus
EU914104.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus; Mammarenavirus mopeiaense
KX883042.1	Viruses; Riboviria
KP771821.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus dashliense
MN831437.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae
BK013660.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Shebanavirus; Shebanavirus borborovicinum
AB522390.3	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Sapovirus; Sapporo virus
LC556344.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Spinareoviridae; Aquareovirus
MH898519.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
MF375888.2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Yadokarivirales; Yadokariviridae; Betayadokarivirus; Betayadokarivirus nibani
DQ821938.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
BK014136.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Atkinsviridae; Cihsnivirus; Cihsnivirus pelenecus
LC227939.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
FJ445144.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus A
ON949939.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus
MZ268723.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus C
KJ751779.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KC527697.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
X56492.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Orthohantavirus seoulense
CY033914.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
AB983520.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
MZ328248.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Thottimvirus
MK524345.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus ticoense
KY312542.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae
MZ679704.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae
MH282832.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Cytorhabdovirus
KU550265.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AY563040.2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Fimoviridae; Emaravirus
KT692952.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Cheravirus; Cheravirus ribis
MF135781.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae; Carbovirus; Carbovirus tapeti
KU925485.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; Orthonairovirus khani
KR822286.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; Tibet orbivirus
AF092942.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Orthopneumovirus; Orthopneumovirus bovis
KX015962.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Deltaflexiviridae; Deltaflexivirus; Fusarium deltaflexivirus 1
AB933760.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KY855436.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Kobuvirus
JF490523.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
KX880417.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KU925437.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; Orthonairovirus abuminaense
BK013740.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Blumeviridae; Shihwivirus; Shihwivirus caenenecus
KC175380.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
AB933732.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
OM451112.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae
AY613947.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
JQ922306.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Deltainfluenzavirus; Deltainfluenzavirus influenzae
KC904540.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Ampelovirus
MN605422.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Amabiliviricetes; Wolframvirales; Narnaviridae; Narnavirus
DQ009484.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Metapneumovirus; Metapneumovirus avis
LC209460.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
OK623360.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Narmovirus
ON125114.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales
LC553700.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
CY019649.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
LN846334.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae
MN565689.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Amabiliviricetes; Wolframvirales; Narnaviridae; Narnavirus
MZ926717.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Amabiliviricetes; Wolframvirales; Narnaviridae; Narnavirus
FJ938061.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus; Tegacovirus; Alphacoronavirus 1
MW289237.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Waikavirus; Waikavirus liegense
KY972328.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KX883089.1	Viruses; Riboviria
AB541246.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
AJ493062.2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus B
KX884448.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betanemrhavirus; Betanemrhavirus hubei
BK013700.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Johnovirus; Johnovirus asienecus
KX882787.1	Viruses; Riboviria
MF001046.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Orthopneumovirus; Orthopneumovirus hominis
KC788512.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus kokoberaorum
MZ209966.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Endornaviridae
KX882830.1	Viruses; Riboviria
KP776593.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus C
HM237361.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus; Iflavirus sacbroodi
MH428626.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Metapneumovirus
MT533598.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus
KX883792.1	Viruses; Riboviria
JN400603.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KX882990.1	Viruses; Riboviria
KX884314.1	Viruses; Riboviria
KT918479.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
HQ189459.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Curvulaviridae; Orthocurvulavirus; Heterobasidion orthocurvulavirus
KX884278.1	Viruses; Riboviria
ON813013.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Ourmiavirus
ON125118.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Picobirnaviridae
HM439775.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus
ON812080.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
AB933651.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KX884273.1	Viruses; Riboviria
AB863589.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Equine hepacivirus
CY018235.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
MW310354.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus
KC580634.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MN611554.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Ourmiavirus
KT310081.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
JX473849.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Arnidovirineae; Arteriviridae; Simarterivirinae; Iotaarterivirus; Kigiartevirus; Iotaarterivirus kibreg 1
KJ955493.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KX079488.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KC834713.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KM205009.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Sawgrhavirus; Sawgrhavirus minto
KC409299.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
MG181579.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
ON241321.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus
MK279509.1	Viruses; Riboviria
JF719742.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Emesvirus; Emesvirus zinderi
MZ210013.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus
LC215891.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Sapovirus; Sapporo virus
GU565063.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
DQ458789.2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Mesnidovirineae; Mesoniviridae; Hexponivirinae; Alphamesonivirus; Namcalivirus; Alphamesonivirus 1
Y13463.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae; Procedovirinae; Gallantivirus; Gallantivirus galinsogae
AB933706.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
LN713681.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae; Orthobornavirus; Orthobornavirus sciuri
AB933742.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
GU249595.2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae; Orthobornavirus; Orthobornavirus alphapsittaciforme
MK728654.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Rubodvirus; Rubodvirus argentinaense
KX884402.1	Viruses; Riboviria
EU980442.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Sequivirus; Sequivirus carotae
MT344121.1	Viruses; Riboviria
AB194785.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus; Turnip mosaic virus
KX884019.1	Viruses; Riboviria
LN850419.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae
LT898429.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Pasivirus
KM204988.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Hapavirus; Hapavirus parry
KF741767.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Spinareoviridae; Orthoreovirus
AB975643.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
BK013647.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Bicehmovirus; Bicehmovirus lutivivens
KT920662.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KP705075.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Unuamitovirus; Unuamitovirus albr1
FJ515294.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KT918545.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AB541292.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
